tmdb_id,author,review_text,created_at,rating,title,year
539,Gimly,"Required viewing.

_Final rating:★★★½ - I really liked it. Would strongly recommend you give it your time._",2017-10-27T03:09:26.552Z,7.0,Psycho,1960
539,Wuchak,"“We all go a little mad sometimes. Haven't you?”

A Phoenix secretary, Marion Crane (Janet Leigh), embezzles $40,000 and rashly flees town, ending up at a remote motel in Fairvale, California, where she encounters the eccentric Mama’s boy Norman Bates (Anthony Perkins). Mixed into this web is a private investigator (Martin Balsam), Marion’s sister (Vera Miles) and Marion’s secret beau (John Gavin).

Directed by Alfred Hitchcock based on Robert Bloch’s book, “Psycho” made a huge impact when it was released in 1960. It contains a plot development that was groundbreaking at the time shared by England’s “City of the Dead” (aka “Horror Hotel”), which went into production six weeks earlier than “Psycho” and was released in the UK at the same time, but not in America until 2 years later. While they’re both good, “Psycho” is way superior. It was followed by three sequels (1983, 1986 and 1990), the last being a semi-prequel, all starring Anthony Perkins as Norman with Vera Miles returning for the first one.

One thing I don’t like is that it was shot in B&W. Check out the sequels and the 1998 remake to observe the same settings in living color.

The film runs 1 hour, 49 minutes and was shot primarily at the backlot of Universal Studios, Universal City, California, with other parts in Los Angeles & Gorman, California, and Phoenix, Arizona. 

GRADE: A",2018-08-20T04:11:54.449Z,9.0,Psycho,1960
539,tmdb56937092,"My most favourite film from the master of suspense.

This psychological horror is widely considered to be the first ever slasher film. Powered by great performances from Anthony Perkins & Janet Leigh, and the outstanding score by Bernard Herrmann which adds such great tension throughout the film, it is unarguably the greatest thriller ever made. Only Alfred Hitchcock could make a film so entertaining and so horrifying at the same time.

The climax continues to haunt me forever.",2019-12-11T06:52:02.285Z,10.0,Psycho,1960
539,JPV852,"Amazingly, this is my first ever viewing, not sure why I waited so long, but finally got around to it. Great movie in every way from the performance by Anthony Perkins to the atmosphere, enjoyed every bit of this even though I basically knew the entire plot at this point since all iconic scenes and lines have been repeated over the years. Not sure this is my *favorite* Hitchcock movie as I still prefer Rear Window, but obvious why it has held up 60 years later. **4.5/5**",2020-09-07T19:18:08.706Z,9.0,Psycho,1960
539,CinemaSerf,"There is so much more to this film than just that famous scene in the shower - and so much of it belongs to the marvellous scoring of Bernard Herrmann. His ability to use those screeching strings, and the pace of his music does so much of the heavy lifting that gives this film a sense of accumulating menace that makes it still, after over 60 years, a masterful piece of cinema. Janet Leigh wants to make a go of things with her cash-strapped hunky boyfriend ""Sam"" (John Gavin) so when an unexpected opportunity arises at work that puts $40,000 in her lap, she skips town and takes refuge during a thunderstorm at the ""Bates"" motel where she encounters ""Norman"" (a very handsome looking Anthony Perkins). The rest you will just have to watch for yourself, but the story has just about everything you could want from a thriller: a fella with a bit of a ""mummy"" syndrome; some good old fashioned larceny; lust and though I didn't quite love the ending, it is a superbly dramatic piece of well considered and constructed cinema that cleverly builds on what is quite a simple story with a strong and convincing cast. Big screen if you can; that house on the hill looks more eery that way. Great stuff!",2022-05-29T12:40:46.401Z,8.0,Psycho,1960
539,CaryGranite,"Any fan of slasher/ horror films should consider this required viewing. Marion(Janet Leigh) and her ""secret"" boyfriend Sam(John Gavin) want to be together. Sam, who is divorced and cash poor feels he cannot provide a happy life for the two of them. Desperate, Marion has an opportunity to steel 40,000.00. She flees Arizona and heads to California where she ends up at the Bates Motel and meeting Norman Bates(Anthony Perkins). 

Stellar cast, with Perkins giving a eerie Oscar worthy performance. Cinematography and the soundtrack are amazing. The iconic shower scene is just as effective today as it was 65 years ago. If I was going to make a criticism it would be the scene at the end where the audience sees everything for what it is. Hitchcock had many requirements for this scene and I felt that it made the scene a little awkward. I am just nit-picking though. The movie is a masterpiece. 10/10",2025-06-23T17:36:46.615Z,,Psycho,1960
694,Andres Gomez,"A masterpiece. Kubrick chose a perfect cast and uses the timing and music to create a greatly opressing atmosphere.

Nicholson is superb, but Duval and the kid are not less good.",2012-11-05T15:11:12.000Z,10.0,The Shining,1980
694,John Chard,"This rum is red, man!

In spite of author Stephen King not being happy with Stanley Kubrick's adaptation of his novel, The Shining (1980) has proved to be a critical and commercial darling.

It may not be in the spirit that King wanted, but it's undeniably a skillful piece of film making, a mixture of beauty and terror, of bravura techniques and simple but effective scares. With quality acting performances to match as well. The story unfolds at a deliberately slow pace, claustrophobia oozes from practically every frame, while the narrative smarts brings to bear the ghosts of the human and supernatural kind, all bone chillingly rendered for great effect by the vast spaces - the cold winter grounds outside - of the Overlook Hotel.

It's not all perfect, the screenplay is very average, which makes Kubrick's work even more impressive, but with that comes the wave of feeling about style over substance. A churlish gripe? Maybe? But with Jack Nicholson on scenery chewing overdrive and Kubrick pulling the strings, The Shining still represents a highlight in horror. A horror movie that all horror fans should see at least once - and in the best format available as well! 8/10",2015-11-01T00:53:21.432Z,8.0,The Shining,1980
694,JPV852,"Probably my favorite of the Stephen King adaptations (though not much for many of the others save for a one or two) but not amongst Stanley Kubrick's, watched this one for the first time in many years (maybe a decade) and while I did immensely enjoyed it, and really liked Nicholson towards the end, I never really bought into him early on. Still, atmospherically it was amazing and at times creepy. But can't place this as some sort of classic in my book, anyway. **4.0/5**",2019-10-05T21:53:56.805Z,8.0,The Shining,1980
694,Manuel São Bento,"If you enjoy reading my Spoiler-Free reviews, please follow my blog :)

With Doctor Sleep, an almost 40-year sequel to The Shining, being released this week, now it’s the perfect time to revisit one of the greatest horror movies of all-time, as well as one of the most influential directors ever, Stanley Kubrick. I know, I know… Spoiler-free? For a movie released in 1980? Well, first of all, there’s always someone who still didn’t watch it. Secondly, as deeper we get into the 21st century, the more the 60s/70s/80s/90s movies are forgotten. And finally, if there’s a movie which I don’t need spoilers to explain how outstanding it is, it’s The Shining. With that said …

It has always been one of my favorite horror films ever. It’s not perfect (no film is) and some aspects don’t work as well now as they did 5/10/20 years ago. When it came out, Kubrick’s adaptation of Stephen King’s novel was received with mixed reactions. King himself criticized the movie. However, less than 10 years later, Kubrick’s film was already being reevaluated. Nowadays, it’s considered a cult classic, and it’s easy to understand why. From the countless homages to the hundreds of comedic parodies, The Shining has some of the most memorable lines ever. Just this year, we had It: Chapter Two mimicking Jack Nicholson’s “Here’s Johnny!” scene, for example. And then there’s the mysterious “redrum”…

However, the movie’s biggest influence is its technical achievements. I apologize in advance if this review becomes too technical, but it’s impossible not to address the arguably best component of the film. This movie was one of the first to use Steadicam (a camera stabilizer mount which allows for smooth shots, even on irregular surfaces, isolating the operator’s movement), something that became so common that people don’t even praise anymore. Honestly, there are still a bunch of recent movies that have terrible camera work, so I’m one of those who defend that the Steadicam use shouldn’t be taken for granted. Especially how Kubrick did, barely above the floor, which originated the extension “low-mode” that now exists and allows for the operator to easily shoot lower than its waist.

With the innovative use of the technical equipment, Kubrick’s delivers a masterclass in framing (composing the visual content of a series of frames as seen from a point of view). So much that it became worthy of studying. Almost every shot in this movie has a visual clue or an underlying theme. If you ever feel bored during your viewing, then you’re (probably) not “watching it right”. You’re not truly thinking about it or looking around the characters. This isn’t a generic horror flick with monsters or demons jump scaring you. It’s heavy on visual storytelling, so if you don’t pay attention, you’re going to reach the film’s climactic and enigmatic ending and feel that you missed something.

From the mise-en-scene (arrangement of everything that appears in the framing, hence this French term that means “placing on stage“) having several blood-red colors to the wide shots clearly showing “exit” signs and giving the maze-vibe of the enormous hotel, the imminent danger is visually spread out across the movie. The symmetry/mirroring is absolutely crucial to not only deliver key plot points but to create this sense of reality vs fantasy. From the hotel’s structure and decoration (everything is incredibly symmetric) to the growing use of mirrors (these are heavily used to either literally translate words or to show the descent into madness), Kubrick’s framing is what leaves viewers scratching their heads, still to this date.

You’ll always find something new on another viewing. It might be from 1980, but it’s a movie that requires your full attention. Don’t underestimate films from the 20th century like you can’t be surprised by a film “that old” (you’ll be dumbfounded by dozens). If John Alcott’s cinematography is impressive, then what can I write about Wendy Carlos and Rachel Elkind’s haunting score? Nowadays, scores are more based on creating an emotional impact on specific moments. However, throughout the film and during dialogues, even epic films still have a subtlest approach to these scenes, and the music is either very quiet or completely inexistent.

In The Shining, the score is part of the conversation. If a character feels fear or danger is imminent, a simple heartbeat can elevate such a moment. If two characters gradually turn their dialogue into something more violent and aggressive, the music makes sure to accompany that descent into craziness. It’s a perfect horror film’s score. Technically, I’ll stop there because no words will be able to express how mind-blowing Kubrick’s visionary methods are. He’s one of the greatest directors ever, maybe even the most influential. Hopefully, his work will always be remembered and never stop being relevant.

Story-wise, The Shining also inspired a whole new generation. Everyone knows and loves the key moments of the film, but it’s the clever exposition that satisfies me. Every piece of information is given through either an incredibly captivating dialogue or visual clues/actions. I watched the 144min version of the film (the European version has 25min less than the American version, and the latter has a final scene at a hospital edited out by Kubrick himself), and pretty much every single scene is intended to mean something. It can be important new information or an update on a previous plot point, but every single sequence has a particular purpose.

Jack Nicholson commands the screen with a phenomenal performance, one of his career’s best. His script might be very well-written, but his delivery and commitment to the role are astonishing. He carries one-take, extense dialogues seamlessly. Credit to Kubrick for making a movie with at least 2/3-minute takes, sure, but Nicholson is able to transform a good scene into a fantastic one. Danny Lloyd delivers one of my favorite young performances ever. His voice as Tony is a great accomplishment, and he seems to understand his surroundings, in a way that I never felt like I needed to “go easy” on him because he’s just impeccable. 

Shelley Duvall, however, is a mixed bag for me. Over-the-top displays were better received at the time, but almost 40 years later, her performance does reach an unbearable level a few times. She’s an amazing counterpart for Nicholson and she stands her own within their dialogues, but when she’s alone or in an emotionally troubled moment, she’s too much to handle. Scatman Crothers doesn’t have that much screentime as Dick Halloran, but he shines every time he has to deliver a line. Some people complain about the slow pacing, but I love how it helps elevate the suspense and building up moments of immense tension. While the ending might be just a tad abrupt, the final image of the film stays with us forever, and after all this time, I still didn’t settle on my own theory.

All in all, The Shining might be one of the most accessible classics to new viewers of today to understand why it is, in fact, one of the greatest and most influential horror films of all-time. Stanley Kubrick’s masterclass in framing with his play on symmetry and mirrors is evident, so even if you don’t study the art of filmmaking, it’s clear that these two themes are vital to telling the story. In addition to his framing, his use of the innovative Steadicam and his notable mise-en-scene shaped an entire new generation that never misses a chance of paying homage to his work. Besides the impressive technical achievements, Jack Nicholson delivers a memorably haunting performance. The ending is still mind-blowing after all these years, and new theories keep coming up. While I’ll keep trying to settle on my own interpretation, don’t you dare spend the rest of your life without (re)watching this cult classic.

Rating: A+",2019-10-30T16:08:07.792Z,10.0,The Shining,1980
694,Repo Jack,"""Darling, I'm not gonna hurt you. I'm just gonna bash your brains in.""

<i>The Shining</i> is a great example of how musical score and cinematography can elevate a movie to the best-of-the-best. 

I tend to agree with Stephen King that Jack Nicholson looked like a crazy loon from the beginning, making his decent into madness less dramatic. 

But that can be forgiven by all the iconic scenes masterfully weaved into a horror classic.",2020-11-26T23:58:44.295Z,9.0,The Shining,1980
694,Repo Jack,"""Darling, I'm not gonna hurt you. I'm just gonna bash your brains in.""

The Shining is a great example of how musical score and cinematography can elevate a movie to the best-of-the-best.

I tend to agree with Stephen King that Jack Nicholson looked like a crazy loon from the beginning, making his decent into madness less dramatic.

But that can be forgiven by all the iconic scenes masterfully weaved into a horror classic.",2020-11-27T06:55:49.939Z,9.0,The Shining,1980
694,CinemaSerf,"""Jack Torrance"" is a writer who suffers from a chronic lack of inspiration. To help overcome his block, he takes a job as a winter caretaker and relocates his family to the remote, huge, ""Overlook Hotel"" where he hopes he can focus! Gradually, the bleak Arctic conditions outside and the never ending, brightly lit, corridors and rooms long since abandoned start to affect his mind. When he ventures towards the expressly off-limits room 237 it all begins to get truly out of hand. Shelley Duvall is fabulous as his put-upon wife ""Wendy"" as is Danny Lloyd as their gifted, but largely terrified son ""Danny"". Kubrick is on top form as he cleverly capitalises on Stephen King's terrifying story helping the star create a wonderful sense of madness and menace tinged with quite a bit of comedy that leaves us with an horror film that is truly scary for a change! Credit also to the make up folks - they manage to help Nicholson transfer from obnoxious writer to axe-wielding psychopath; especially around the eyes, with real impact. 40 yeas on, it still packs a punch.",2023-06-07T13:50:36.345Z,7.0,The Shining,1980
1091,John Chard,"Flips the scenario round from the original to great effect.

John Carpenter shows how much he loves the 1951 original by giving it the utmost respect that he possibly could, the only difference here is that Carpenter chooses to stick to the paranoiac core of John W Campbell Jr's short story.

The secret to this version's success is the unbearable tension that builds up as the group of men become suspicious of each other, the strain of literally waiting to be taken over takes a fearful hold. Carpenter then manages to deliver the shocks as well as the mystery that's needed to keep the film heading in the right direction.

Be it an horrific scene or a ""what is in the shadow"" sequence, the film is the perfect fusion of horror and sci-fi. The dialogue is laced with potency and viability for a group of men trying to keep it together under such duress, while Ennio Morricone's score is a wonderful eerie pulse beat that further racks up the sense of doom and paranoia seaming throughout the film.

The cast are superb, a solid assembly line of actors led by Carpenter favourite Kurt Russell, whilst the effects used around the characters get the right amount of impact needed. But most of all it's the ending that is the crowning glory, an ending that doesn't pander to the norm and is incredibly fitting for what has gone on before it. Lets wait and see what happens indeed. 10/10",2015-10-31T03:02:04.509Z,10.0,The Thing,1982
1091,fenicka,"It was a good and original movie but some parts were still too boring, am i the only one who thinks like this?",2018-07-02T20:37:41.238Z,6.0,The Thing,1982
1091,Wuchak,"Stuck on a remote station in Antarctica with… The Thing

RELEASED IN 1982 and directed by John Carter, “The Thing” stars Kurt Russell as the helicopter pilot of an eleven-man crew at a research station in Antarctica who encounter a ghastly shape-shifting alien that perfectly replicates the appearance of its victims.

This is basically a sequel to the 1956 film and even includes footage from that classic sci-fi/horror. The creature is unconventional to say the least and this adds an eerie component to an already otherworldly and confined Antarctic setting.

There are no females and therefore no romantic complications. The characters are thin so the story focuses on the thing and how the crew tries to track it down and eliminate it, if they can. The nature of the gruesome entity, how it functions and how it can or cannot be killed leaves you with a lot of questions. The ending is haunting.

“The Thing” may not be as great as gushing devotees insist, but it’s solid sci-fi/horror with some pretty horrific scenes, although only one really creeped me out (the blood scene) while another made me bust out laughing (the torso jaws).

THE FILM RUNS 1 hour, 48 minutes and was shot in Alaska & British Columbia. WRITER: Bill Lancaster. MISC. CAST: Keith David (Childs), Wilford Brimley (Blair), T.K. Carter (Nauls), Richard Masur (Clark), Thomas G. Waites (Windows), Donald Moffat (Garry), etc.

GRADE: B",2018-08-02T06:01:27.725Z,7.0,The Thing,1982
1091,DrewBlack,"1982 was a good year for alien movies. The people were not really ready for it, but it was. Not only did Spielberg’s friendly and warm-hearted E.T. - The Extraterrestrial debut at Cannes, and went on to become the world’s highest grossing film, but Star Trek II: The Wrath of Khan made justice with a really good motion picture to the Star Trek TV series, and Liquid Sky shook up the indie cinema scene. And, of course, the release of John Carpenter’s gruesome, thrilling and tense take on John W. Campbell Jr.’s novella Who Goes There: The Thing, probably named because of the other adaptation of Campbell Jr.’s story, The Thing from Another World (1951). But not only did Carpenter’s The Thing do poorly at the box office, it was also heavily criticized for the raw material (some level of gore and on-screen autopsies of the creature). Almost four decades later, and the movie has gone through one of the biggest re-evaluations in cinema history, becoming a standard bearer for the horror “monster movie” subgenre, and a mandatory stop for cinephiles all over the world. How does a day make a difference.

One thing is certain: Nowadays, loved or hated, The Thing is still a topic of discussion. As far as this reviewer goes, I stand with the most recent evaluation. The Thing is an example of tension-building through dialogue, while also being a visually striking, fear-provoking monster flick. And, in the category of alien Sci-fi movies, it is up there with Close Encounters of the Third Kind (1977), Alien (1979) and Predator (1987) in the race for the top spot.

The premise of the film, being synthesized, is that a group of norwegian scientists in Antarctica found a 100,000 year old UFO buried in the snow. They find a frozen creature next to it, and thaw it out. The norwegian team proceeds to be almost entirely slaughtered by the unknown beast, that is able to shapeshift into other life forms. A dog, that in reality is the creature, escapes, and is chased all the way to an american base. There, it is unknowingly welcomed, until the Americans investigate the norwegian base. They find about the powers of the Thing, and from there on, the film assumes a “who-do-I-trust” suspenseful setting. The pace is never slow, because the viewer is always on the edge of its seat.

The protagonist, R. J. MacReady, is brilliantly portrayed by Kurt Russell, in what would be his third collaboration with John Carpenter. The partnership started with the 1979 TV movie Elvis, and continued with Escape From New York (1981), The Thing (1982), Big Trouble in Little China (1986) and Escape From L.A. (1996). As always, the chemistry between actor and director is important to build up a good result in the form of the film. Here, Russell brings in powerful voice tones, and his characteristic sheer physicality to give his best portrayal of a helicopter pilot who must assume a leading position with his colleagues in order to fight an unknown threat. Amongst the supporting cast, noticeable names are Keith David (They Live), Wilford Brimley (Country) and Donald Moffat (Rachel, Rachel).

John Carpenter is almost guaranteed to knock it out of the park when it comes to horror, having The Fog (1980), Halloween (1978), and so many others under his direction. The Thing wouldn’t put him in critic’s graces in 1982, but in the long run, it would define his directorial style, and find its appreciation, being one of the career-defining works that cemented him as one of the authorities on the genre.

The soundtrack is beautiful, and that is not for no reason. John Carpenter himself and his long-time collaborator Alan Howarth composed some of the tracks together. The fact that the director himself composes the pieces ensures an extraordinary blend between scene and music. But not only that: for select parts of the score, Carpenter had the compositions of cinematic-music icon, Ennio Morricone. The legendary italian composer made the iconic soundtrack to Sergio Leone’s The Good, The Bad and The Ugly, apart from other big movies like The Untouchables and Death Rides a Horse. And to The Thing, he brought an electronic vibe, in order to approach Carpenter’s own style of music, while also incorporating european elements. The main theme for the film has its own deep meaning, representing the absorption process by the Thing, the main instrument being… An organ.

The visual effects were ahead of their time. So ahead of their time, that critics and casual cinemagoers alike bashed them for being “too gruesome” or  “too gross”. There are ways and ways to create fear. One of them is properly scaring people - using jumpscares, or tense and uncomfortable situations -, the other is to gross them out. And The Thing, even though it does scare in the first way really well, relishes in this second one, utilizing the advantage of working with the anatomy of a fictional creature, especially a shapeshifting one, to create horrific settings and on-screen situations. Examples of it are an autopsy of what seems to be a burned human being by the beginning, and the Thing absorbing a few alaskan malamute dogs.

The thing about… Uh, The Thing, is that it is one of the early 80s monster flicks that would set the bar high for many others to come. Despite not being well received at its time, it would find deserved recognition after a re-evaluation. It has great attributes such as strong acting, directing, visual effects and a killer soundtrack. In its setting of Antarctica, The Thing delivers proper ice cold chills. For a movie about a shapeshifting creature, this one finds itself being inimitable. Oh, the irony.",2021-02-11T11:39:37.080Z,10.0,The Thing,1982
1091,The Movie Mob,"**The Thing is a bloody disgusting groundbreaking masterpiece that reinvented cinema and reminded everyone that true fear lies in what can't be seen.**

The Thing might be the greatest horror creature film ever made. In an age where aliens were cute and friendly like E.T., John Carpenter's The Thing depicted a disturbing, grotesque creature of nightmare responsible for some of film's most terrifying body horror. The Thing was so far ahead of its time in horror and effects that it brought the terror into reality. Carpenter's brilliant decision to set the film in the frozen wilderness of Antarctica deepens the isolation and paranoia of every second. The practical effects are unbelievable and so impressive, allowing the actors to interact with the horror and make their performances that much more genuine and frightening. The Thing personifies paranoia as Kurt Russell's MacReady attempts to discover who is alien and who is not, with disgusting and disastrous consequences. Carpenter's The Thing is a gut-wrenching horror masterpiece that deserved so much more acclaim and recognition than it received upon its release.",2022-08-27T18:22:13.150Z,10.0,The Thing,1982
1091,CinemaSerf,"As remakes go, this is one of the better ones that I have seen - though I still prefer the degree of menace generated by the 1951 iteration. A man in an helicopter is shooting at a lonely mutt amidst the antarctic wilderness when it arrives at an American scientific base. An accident ensures the inhabitants cannot interrogate the pursuing Norwegians and a quick visit to their nearby camp shows that disaster has struck. A large block of hollowed out ice suggests, though, that they may well have made an unique discovery - especially when they find some smouldering skeletal remains. Back at their own camp - along with their new charcoaled find - things get back to normal until the mysterious dog is put into the cage with the others and all hell breaks loose. It is soon clear to ""Mac"" (Kurt Russell) that they are dealing with something extremely strong, adaptable and ruthless. Can they survive? The visual effects here go a long way to compensating for the rather lacklustre acting - Russell isn't really very good - and the claustrophobic antarctic settings and howling winds add a richness and sense of peril to this superior horror story. The fact that the creature has a sort of Azazel-like ability to transfer from any life-form to another, and to more than one simultaneously adds some decent jeopardy to the plot, too, as neither they nor us know who is to be trusted right until the ending. This is certainly one of John Carpenter's better efforts - and is well worth a watch on a cold winter's night!",2022-11-03T09:04:33.526Z,7.0,The Thing,1982
